cargo,org_politica,persona_juridica,fin_departamento,fin_municipio,campana,tipo,cont_n_contratista,cont_tot_contratista,aportes_n,aportes_tot,aportes_cand_n
NA,NA,Persona Natural,CASANARE,MONTERREY,Regionales 2015,Financiador,9,207023655,1,6e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,META,CUBARRAL,Regionales 2015,Candidato|Financiador,4,49466671,1,5e6,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,META,VISTA HERMOSA,Regionales 2015,Candidato|Financiador,2,252e5,1,33e4,1
Alcaldía,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,CASANARE,MONTERREY,Regionales 2015,Candidato|Financiador,3,37775881,1,81e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,META,SAN MARTIN DE LOS LLANOS,Regionales 2015,Candidato|Financiador,8,421e5,1,15e5,1
NA,NA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Financiador,7,6948e4,2,20701661,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Candidato|Financiador,4,32566660,1,2624e3,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,META,RESTREPO,Regionales 2015,Candidato|Financiador,2,1866e4,1,14e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,CASANARE,VILLANUEVA,Regionales 2015,Candidato|Financiador,2,136e5,1,41e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,META,PUERTO LOPEZ,Regionales 2015,Candidato|Financiador,4,39478933,1,902e3,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Candidato|Financiador,4,345e5,1,32e5,1
NA,NA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Financiador,9,905e5,1,5e6,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,10,392965e3,1,4e5,1
NA,NA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Financiador,4,47e6,1,8e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,META,EL CALVARIO,Regionales 2015,Candidato|Financiador,2,5e6,1,5e5,1
Asamblea,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,VICHADA,CUMARIBO,Regionales 2015,Candidato|Financiador,2,31824e3,1,11252700,1
NA,NA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Financiador,3,35130322,2,3e5,2
NA,NA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Financiador,15,255342665,1,5e6,1
NA,NA,Persona Natural,META,VILLAVICENCIO,Regionales 2015,Financiador,2,2125e4,1,2e6,1
NA,NA,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Financiador,2,69574158,1,12e5,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,2,561e5,1,1e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,MAGDALENA,NUEVA GRANADA,Regionales 2015,Candidato|Financiador,2,6e6,1,1e6,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,8,135531682,1,6e6,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,2,18e6,1,2e6,1
Alcaldía,PARTIDO ALIANZA VERDE,Persona Natural,ATLANTICO,LURUACO,Regionales 2015,Candidato|Financiador,4,14506328,1,1e7,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,2,54705e3,1,29e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,2,3126e4,1,8e5,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,5,1101e5,1,2e6,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,7,117781670,1,5e6,1
NA,NA,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Financiador,5,176944711,1,5e6,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,3,57654e3,1,5e5,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,2,966e4,1,15e5,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,3,25035500,1,5e5,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,7,3284527088,1,39e5,1
NA,NA,Persona Natural,ATLANTICO,LURUACO,Regionales 2015,Financiador,2,3275e4,1,1e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ATLANTICO,CANDELARIA,Regionales 2015,Candidato|Financiador,2,35e6,1,2e6,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,3,523e5,1,4e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,2,55e6,1,4439e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,13,34725e4,1,18e6,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,2,612e5,1,18e5,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,3,146473830,1,1e6,1
NA,NA,Persona Natural,ATLANTICO,PUERTO COLOMBIA,Regionales 2015,Financiador,5,592e5,1,3e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,5,4802e4,1,7e6,1
Alcaldía,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Candidato|Financiador,2,102616435,1,48e3,1
NA,NA,Persona Natural,CESAR,VALLEDUPAR,Regionales 2015,Financiador,9,54574875,1,2e7,1
NA,NA,Persona Natural,ATLANTICO,LURUACO,Regionales 2015,Financiador,2,6505275,1,5e6,1
NA,NA,Persona Natural,ATLANTICO,SABANALARGA,Regionales 2015,Financiador,5,91760705,1,5e6,1
NA,NA,Persona Natural,ATLANTICO,REPELON,Regionales 2015,Financiador,4,10442e4,1,2e6,1
NA,NA,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Financiador,5,134e6,5,33423368,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,CUNDINAMARCA,TOCANCIPA,Regionales 2015,Candidato|Financiador,3,45e5,1,154e3,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,CUNDINAMARCA,TOCAIMA,Regionales 2015,Candidato|Financiador,9,152047300,1,3871580,1
NA,NA,Persona Natural,SAN ANDRES,SAN ANDRES,Regionales 2015,Financiador,13,2060034806,1,28e4,1
NA,NA,Persona Natural,MAGDALENA,EL BANCO,Regionales 2015,Financiador,3,342e5,1,8e6,1
NA,NA,Persona Natural,CESAR,AGUACHICA,Regionales 2015,Financiador,14,7461282681,1,3e7,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,SANTANDER,FLORIDABLANCA,Regionales 2015,Candidato|Financiador,2,1576e4,1,9594125,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Candidato|Financiador,4,5725e4,1,4e6,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NARIÑO,TAMINANGO,Regionales 2015,Candidato|Financiador,2,634200,1,2e5,1
Alcaldía,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,TAMINANGO,Regionales 2015,Candidato|Financiador,9,177312640,3,22560805,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,TAMINANGO,Regionales 2015,Candidato|Financiador,5,15243333,1,7e5,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NARIÑO,TAMINANGO,Regionales 2015,Candidato|Financiador,8,89177029,1,9e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,TAMINANGO,Regionales 2015,Candidato|Financiador,4,19592671,1,2028510,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Candidato|Financiador,4,8276e4,1,5e6,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,MAGDALENA,PLATO,Regionales 2015,Candidato|Financiador,4,102e5,1,3e6,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,TAMINANGO,Regionales 2015,Candidato|Financiador,17,553166128,1,24e6,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Candidato|Financiador,19,220720198,6,815e4,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,15,5601648915,1,5e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,PASTO,Regionales 2015,Candidato|Financiador,5,51322750,1,582e4,1
NA,NA,Persona Natural,NARIÑO,EL ROSARIO,Regionales 2015,Financiador,4,11745366,1,9e6,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,TUMACO,Regionales 2015,Candidato|Financiador,5,129833333,1,7e7,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,4,4e7,1,8e5,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,2,294e5,1,9e6,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,3,17e6,1,9e6,1
Alcaldía,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NARIÑO,CUMBAL,Regionales 2015,Candidato|Financiador,9,97389937,2,4e7,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,CUMBAL,Regionales 2015,Candidato|Financiador,2,19355550,1,1751600,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,POLICARPA,Regionales 2015,Candidato|Financiador,9,54851190,1,3e5,1
NA,NA,Persona Natural,CESAR,VALLEDUPAR,Regionales 2015,Financiador,13,1938882500,2,165e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,PUERRES,Regionales 2015,Candidato|Financiador,6,2036e4,1,6e5,1
Alcaldía,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,NARIÑO,ALDANA,Regionales 2015,Candidato|Financiador,8,58451786,2,2e7,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,PASTO,Regionales 2015,Candidato|Financiador,2,6241800,1,4655e3,1
NA,NA,Persona Natural,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,Regionales 2015,Financiador,2,16e6,1,6e5,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,BARBACOAS,Regionales 2015,Candidato|Financiador,14,194e5,1,25e5,1
NA,NA,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Financiador,11,106119657,1,1e7,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,MAGDALENA,SANTA MARTA,Regionales 2015|Congreso 2018,Candidato|Financiador,3,114656666,4,33180556,2
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,IPIALES,Regionales 2015,Candidato|Financiador,3,13244e3,1,531400,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,NARIÑO,IPIALES,Regionales 2015,Candidato|Financiador,3,9996711,1,761e4,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Candidato|Financiador,5,81066666,2,10068500,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,PASTO,Regionales 2015,Candidato|Financiador,7,22478400,1,2e5,1
Alcaldía,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NARIÑO,PASTO,Regionales 2015,Candidato|Financiador,32,261293333,1,51522610,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,CAQUETA,CURILLO,Regionales 2015,Candidato|Financiador,6,36956400,1,85e4,1
NA,NA,Persona Natural,NARIÑO,LA CRUZ,Regionales 2015,Financiador,29,3266342405,1,9e6,1
NA,NA,Persona Natural,CAUCA,POPAYAN,Regionales 2015,Financiador,2,12123e3,1,2e6,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NARIÑO,LA CRUZ,Regionales 2015,Candidato|Financiador,23,209196514,1,1117200,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,SAN PABLO,Regionales 2015,Candidato|Financiador,6,27956505,1,12e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,NARIÑO,CORDOBA,Regionales 2015,Candidato|Financiador,2,75e5,1,1373500,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,CUASPUD (CARLOSAMA),Regionales 2015,Candidato|Financiador,2,5212266,1,22e4,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NARIÑO,CUASPUD (CARLOSAMA),Regionales 2015,Candidato|Financiador,2,8212710,1,15e4,1
Alcaldía,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,SAN BERNARDO,Regionales 2015,Candidato|Financiador,4,163e5,3,49311550,1
Alcaldía,PARTIDO CAMBIO RADICAL,Persona Natural,NARIÑO,EL PEÑOL,Regionales 2015,Candidato|Financiador,9,117199412,1,25e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,EL TAMBO,Regionales 2015,Candidato|Financiador,17,165188470,1,925e3,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,EL TAMBO,Regionales 2015,Candidato|Financiador,6,333e5,1,44e4,1
NA,NA,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Financiador,2,3e7,1,5e6,1
NA,NA,Persona Natural,SANTANDER,PUERTO WILCHES,Regionales 2015,Financiador,4,50108166,1,1000500,1
NA,NA,Persona Natural,CESAR,TAMALAMEQUE,Regionales 2015,Financiador,6,96612724,1,6e6,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,16,88231800,1,111e4,1
NA,NA,Persona Natural,ATLANTICO,BARRANQUILLA,Regionales 2015,Financiador,12,37065e4,1,1e7,1
NA,NA,Persona Natural,ANTIOQUIA,SAN PEDRO DE URABA,Regionales 2015,Financiador,7,212177e3,2,72e5,1
NA,NA,Persona Natural,CESAR,VALLEDUPAR,Regionales 2015,Financiador,13,127705204,1,15e5,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,BARBACOAS,Regionales 2015,Candidato|Financiador,5,74e5,1,6e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,BARBACOAS,Regionales 2015,Candidato|Financiador,2,47e5,1,1947500,1
NA,NA,Persona Natural,NARIÑO,BARBACOAS,Regionales 2015,Financiador,5,1363e4,1,1223500,1
NA,NA,Persona Natural,CHOCO,RIOSUCIO,Regionales 2015,Financiador,2,15983333,1,5e6,1
Asamblea,PARTIDO CAMBIO RADICAL,Persona Natural,NARIÑO,BARBACOAS,Regionales 2015,Candidato|Financiador,2,6e6,1,55e5,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,3,1267e4,1,123e4,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,5,35946587,1,1e6,1
Alcaldía,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,PROVIDENCIA,Regionales 2015,Candidato|Financiador,11,155183459,1,12e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,11,45987265,1,123e4,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NARIÑO,SANTACRUZ (GUACHAVES),Regionales 2015,Candidato|Financiador,5,23520092,1,95e3,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,2,1035e4,1,63e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,3,65105e3,1,853e3,1
NA,NA,Persona Natural,MAGDALENA,SANTA MARTA,Regionales 2015,Financiador,3,9e7,1,2e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,SAMANIEGO,Regionales 2015,Candidato|Financiador,4,17e5,1,466e3,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,6,251e5,1,3e7,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,CAUCA,ARGELIA,Regionales 2015,Candidato|Financiador,3,29628448,3,6e5,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,29,207507e3,1,5e7,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,NARIÑO,BUESACO,Regionales 2015,Candidato|Financiador,4,26908719,1,3e5,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,NARIÑO,BUESACO,Regionales 2015,Candidato|Financiador,5,12531e3,1,22e5,1
NA,NA,Persona Natural,NARIÑO,CONSACA,Regionales 2015,Financiador,2,31066667,2,920200,2
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NARIÑO,CONSACA,Regionales 2015,Candidato|Financiador,4,11e6,1,54e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,CONSACA,Regionales 2015,Candidato|Financiador,12,68016400,1,46e4,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,CONSACA,Regionales 2015,Candidato|Financiador,5,44939892,1,4e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,CONSACA,Regionales 2015,Candidato|Financiador,3,20432916,1,1e5,1
NA,NA,Persona Natural,NARIÑO,CUMBAL,Regionales 2015,Financiador,4,22389999,1,1e7,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,CUMBAL,Regionales 2015,Candidato|Financiador,3,10408e3,1,3666620,1
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,NARIÑO,CUMBAL,Regionales 2015,Candidato|Financiador,2,13e6,1,3242811,1
NA,NA,Persona Natural,CAUCA,MIRANDA,Regionales 2015,Financiador,2,4e7,1,9e6,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,GUAITARILLA,Regionales 2015,Candidato|Financiador,12,2375488724,1,2e7,1
NA,NA,Persona Natural,NARIÑO,IMUES,Regionales 2015,Financiador,4,2924e4,1,7e6,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,CAUCA,MIRANDA,Regionales 2015,Candidato|Financiador,2,17595e3,1,25e5,1
Concejo,MOVIMIENTO AUTORIDADES INDIGENAS DE COLOMBIA AICO,Persona Natural,NARIÑO,GUAITARILLA,Regionales 2015,Candidato|Financiador,2,76e5,1,3e5,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,GUAITARILLA,Regionales 2015,Candidato|Financiador,6,388e5,1,3e5,1
NA,NA,Persona Natural,NARIÑO,PASTO,Regionales 2015,Financiador,26,500695e3,1,2e7,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,6,38384e3,1,1217900,1
NA,NA,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Financiador,10,89969378,1,43e5,1
NA,NA,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Financiador,4,14039667,1,3e6,1
Asamblea,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,3,29011423,1,7383760,1
NA,NA,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Financiador,9,85052e3,1,4e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,4,1076e4,2,2446e3,2
Concejo,MOVIMIENTO ALTERNATIVO INDIGENA Y SOCIAL MAIS,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,4,53098300,1,664800,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,2,27069296,1,85e4,1
Concejo,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,2,15432e4,1,55e4,1
Concejo,PARTIDO ALIANZA VERDE,Persona Natural,NARIÑO,RICAURTE,Regionales 2015,Candidato|Financiador,4,13182e3,1,2e6,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NARIÑO,SANDONA,Regionales 2015,Candidato|Financiador,2,633e4,1,15e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,NARIÑO,CONSACA,Regionales 2015,Candidato|Financiador,3,96e5,1,7e5,1
NA,NA,Persona Natural,ATLANTICO,SOLEDAD,Regionales 2015,Financiador,2,185e5,2,2e7,1
NA,NA,Persona Natural,ATLANTICO,SOLEDAD,Regionales 2015,Financiador,5,62372205,1,15e5,1
Asamblea,PARTIDO POLO DEMOCRATICO ALTERNATIVO,Persona Natural,GUAVIARE,SAN JOSE DEL GUAVIARE,Regionales 2015,Candidato|Financiador,2,50062080,1,5e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,GUALMATAN,Regionales 2015,Candidato|Financiador,3,14138824,1,849e3,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ATLANTICO,SOLEDAD,Regionales 2015,Candidato|Financiador,2,107e5,1,5e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NARIÑO,IPIALES,Regionales 2015,Candidato|Financiador,2,11539844,1,291e4,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,ATLANTICO,BARANOA,Regionales 2015,Candidato|Financiador,8,10321125,1,3e6,1
NA,NA,Persona Natural,ATLANTICO,MALAMBO,Regionales 2015,Financiador,3,32293333,1,3e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ATLANTICO,SOLEDAD,Regionales 2015,Candidato|Financiador,2,1365e4,1,1e7,1
NA,NA,Persona Natural,ATLANTICO,SOLEDAD,Regionales 2015,Financiador,4,31e6,1,4e6,1
Concejo,MOVIMIENTO POLITICO INDEPENDIENTE SINCECREE,Persona Natural,SUCRE,SINCE,Regionales 2015,Candidato|Financiador,3,825e5,1,7e6,1
NA,NA,Persona Natural,NARIÑO,OLAYA HERRERA,Regionales 2015,Financiador,11,335216580,1,35e5,1
Concejo,PARTIDO OPCION CIUDADANA,Persona Natural,NARIÑO,MAGUI (PAYAN),Regionales 2015,Candidato|Financiador,4,18e6,1,21e5,1
NA,NA,Persona Natural,NARIÑO,TUMACO,Regionales 2015,Financiador,3,17533322,1,1e7,1
Concejo,PARTIDO ALIANZA SOCIAL INDEPENDIENTE ASI,Persona Natural,ATLANTICO,GALAPA,Regionales 2015,Candidato|Financiador,2,625e4,1,3e5,1
Concejo,PARTIDO LIBERAL COLOMBIANO,Persona Natural,ATLANTICO,GALAPA,Regionales 2015,Candidato|Financiador,3,13057e3,1,5e6,1
NA,NA,Persona Natural,HUILA,PITAL,Regionales 2015,Financiador,5,245e5,1,5e6,1
Concejo,CENTRO DEMOCRATICO,Persona Natural,ATLANTICO,GALAPA,Regionales 2015,Candidato|Financiador,2,14546e3,1,5e6,1
NA,NA,Persona Natural,ATLANTICO,GALAPA,Regionales 2015,Financiador,3,595e5,1,12e5,1
NA,NA,Persona Natural,ATLANTICO,GALAPA,Regionales 2015,Financiador,3,99e5,1,4e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NORTE DE SANTANDER,LOS PATIOS,Regionales 2015,Candidato|Financiador,2,175e5,1,1e5,1
NA,NA,Persona Natural,NORTE DE SANTANDER,VILLA DEL ROSARIO,Regionales 2015,Financiador,48,1964169196,1,5e6,1
Alcaldía,PARTIDO LIBERAL COLOMBIANO,Persona Natural,NORTE DE SANTANDER,CHITAGA,Regionales 2015,Candidato|Financiador,2,425e5,1,8e6,1
Concejo,PARTIDO CONSERVADOR COLOMBIANO,Persona Natural,NORTE DE SANTANDER,PAMPLONA,Regionales 2015,Candidato|Financiador,3,17226e3,1,1221040,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NORTE DE SANTANDER,PAMPLONA,Regionales 2015,Candidato|Financiador,3,17615e3,1,33e4,1
Concejo,PARTIDO CAMBIO RADICAL,Persona Natural,NORTE DE SANTANDER,CHITAGA,Regionales 2015,Candidato|Financiador,3,58687448,1,19e5,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NORTE DE SANTANDER,PAMPLONA,Regionales 2015,Candidato|Financiador,7,77514134,1,5e5,1
Alcaldía,PARTIDO OPCION CIUDADANA,Persona Natural,NORTE DE SANTANDER,PAMPLONA,Regionales 2015,Candidato|Financiador,9,160050320,1,1e7,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NORTE DE SANTANDER,PAMPLONA,Regionales 2015,Candidato|Financiador,2,134e5,1,385e3,1
NA,NA,Persona Natural,BOGOTA D.C.,BOGOTA D.C.,Regionales 2015,Financiador,5,10835e4,4,5867e3,1
NA,NA,Persona Natural,NORTE DE SANTANDER,PAMPLONA,Regionales 2015,Financiador,2,302e5,1,2e6,1
Concejo,PARTIDO SOCIAL DE UNIDAD NACIONAL PARTIDO DE LA U,Persona Natural,NORTE DE SANTANDER,OCAÑA,Regionales 2015,Candidato|Financiador,2,74e5,1,15e5,1
